[SYS] 2026/01/21 - 01:24:19 | initializing token encoders 
[GIN] 2026/01/27 - 13:58:03 | 20260127135803313449574K8ZHbNMr | 404 |     438.289µs |  165.227.39.235 |    POST /api
[GIN] 2026/01/27 - 13:58:03 | 20260127135803760149662k87mA5j5 | 404 |     260.051µs |  165.227.39.235 |    POST /api/graphql
[GIN] 2026/01/27 - 13:58:04 | 2026012713580451252284afWCYJng | 200 |     282.734µs |  165.227.39.235 |    POST /graphql/api
[GIN] 2026/01/27 - 13:58:04 | 20260127135804344405824IoKPhA23 | 404 |     346.295µs |  165.227.39.235 |    POST /api/gql
[GIN] 2026/01/27 - 13:58:04 | 20260127135804636751899kYkHH5cL | 200 |     304.095µs |  165.227.39.235 |     GET /
[GIN] 2026/01/27 - 13:58:05 | 20260127135805700522790eHixDwmg | 200 |     383.135µs |  165.227.39.235 |     GET /s/134313e2438313e26333e2435313/_/;/META-INF/maven/com.atlassian.jira/jira-webapp-dist/pom.properties
[GIN] 2026/01/27 - 13:58:06 | 202601271358066490267475vto0smH | 200 |     241.877µs |  165.227.39.235 |     GET /config.json
[GIN] 2026/01/27 - 13:58:07 | 20260127135807792457438auG7zrVJ | 200 |     366.874µs |  165.227.39.235 |     GET /telescope/requests
[GIN] 2026/01/27 - 13:58:08 | 20260127135808644519433lPw4L1nk | 200 |     341.705µs |  165.227.39.235 |     GET /info.php
[GIN] 2026/01/27 - 13:58:09 | 20260127135809653007227xBUxSaxb | 200 |     295.178µs |  165.227.39.235 |     GET /actuator/env
[GIN] 2026/01/27 - 13:58:11 | 20260127135811770347017teXvGeNg | 200 |     419.653µs |  165.227.39.235 |     GET /swagger-ui.html
[GIN] 2026/01/27 - 13:58:12 | 20260127135812645416734WpByqqNS | 200 |     242.058µs |  165.227.39.235 |     GET /swagger/index.html
[GIN] 2026/01/27 - 13:58:13 | 202601271358136564495589Uq48bbH | 200 |     370.189µs |  165.227.39.235 |     GET /swagger/swagger-ui.html
[SYS] 2026/01/27 - 13:58:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 13:58:14 | 任务进度轮询完成 
[GIN] 2026/01/27 - 13:58:14 | 20260127135814642323059FNmWJurR | 200 |     450.912µs |  165.227.39.235 |     GET /webjars/swagger-ui/index.html
[GIN] 2026/01/27 - 13:58:15 | 20260127135815642936954HaueZTAv | 200 |      295.65µs |  165.227.39.235 |     GET /swagger.json
[GIN] 2026/01/27 - 13:58:16 | 2026012713581666933360515Ho2pma | 200 |     345.613µs |  165.227.39.235 |     GET /swagger/v1/swagger.json
[GIN] 2026/01/27 - 13:58:17 | 20260127135817645443234Nw9CFoDW | 200 |     274.409µs |  165.227.39.235 |     GET /v2/api-docs
[GIN] 2026/01/27 - 13:58:18 | 20260127135818647683581TLD243Ii | 200 |      269.67µs |  165.227.39.235 |     GET /v3/api-docs
[GIN] 2026/01/27 - 13:58:19 | 20260127135819654574629i4zicJM0 | 404 |     243.921µs |  165.227.39.235 |     GET /api-docs/swagger.json
[GIN] 2026/01/27 - 13:58:20 | 20260127135820646794472mBIKFNR9 | 404 |     232.129µs |  165.227.39.235 |     GET /api/swagger.json
[GIN] 2026/01/27 - 13:58:21 | 20260127135821657290868eLtRJxDR | 200 |     242.528µs |  165.227.39.235 |     GET /@vite/env
[GIN] 2026/01/27 - 13:58:22 | 20260127135822652188381ErN1lqEm | 200 |     231.609µs |  165.227.39.235 |     GET /.vscode/sftp.json
[GIN] 2026/01/27 - 13:58:24 | 20260127135824666736635t0ZuRiXi | 200 |     267.385µs |  165.227.39.235 |     GET /?rest_route=/wp/v2/users/
[GIN] 2026/01/27 - 13:58:24 | 20260127135824961986045mBIn0ZnU | 200 |     222.571µs |  165.227.39.235 |     GET /debug/default/view?panel=config
[SYS] 2026/01/27 - 13:58:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 13:58:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 13:58:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 13:58:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 13:58:56 | syncing options from database 
[SYS] 2026/01/27 - 13:58:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 13:58:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 13:59:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 13:59:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 13:59:25 | 正在更新数据看板数据... 
[SYS] 2026/01/27 - 13:59:25 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/27 - 13:59:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 13:59:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 13:59:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 13:59:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 13:59:56 | syncing options from database 
[SYS] 2026/01/27 - 13:59:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 13:59:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:00:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:00:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:00:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:00:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:00:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:00:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:00:56 | syncing options from database 
[SYS] 2026/01/27 - 14:00:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:00:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:01:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:01:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:01:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:01:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:01:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:01:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:01:56 | syncing options from database 
[SYS] 2026/01/27 - 14:01:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:01:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:02:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:02:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:02:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:02:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:02:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:02:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:02:56 | syncing options from database 
[SYS] 2026/01/27 - 14:02:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:02:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:03:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:03:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:03:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:03:29 | 任务进度轮询完成 
[GIN] 2026/01/27 - 14:03:34 | 202601271403341400140679oD5K4yV | 200 |     639.579µs |    20.65.195.61 |     GET /
[SYS] 2026/01/27 - 14:03:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:03:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:03:56 | syncing options from database 
[SYS] 2026/01/27 - 14:03:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:03:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:04:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:04:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:04:25 | 正在更新数据看板数据... 
[SYS] 2026/01/27 - 14:04:25 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/27 - 14:04:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:04:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:04:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:04:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:04:56 | syncing options from database 
[SYS] 2026/01/27 - 14:04:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:04:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:05:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:05:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:05:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:05:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:05:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:05:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:05:56 | syncing options from database 
[SYS] 2026/01/27 - 14:05:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:05:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:06:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:06:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:06:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:06:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:06:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:06:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:06:56 | syncing options from database 
[SYS] 2026/01/27 - 14:06:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:06:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:07:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:07:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:07:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:07:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:07:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:07:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:07:56 | syncing options from database 
[SYS] 2026/01/27 - 14:07:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:07:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:08:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:08:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:08:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:08:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:08:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:08:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:08:56 | syncing options from database 
[SYS] 2026/01/27 - 14:08:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:08:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:09:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:09:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:09:25 | 正在更新数据看板数据... 
[SYS] 2026/01/27 - 14:09:25 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/27 - 14:09:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:09:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:09:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:09:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:09:56 | syncing options from database 
[SYS] 2026/01/27 - 14:09:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:09:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:10:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:10:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:10:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:10:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:10:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:10:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:10:56 | syncing options from database 
[SYS] 2026/01/27 - 14:10:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:10:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:11:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:11:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:11:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:11:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:11:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:11:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:11:56 | syncing options from database 
[SYS] 2026/01/27 - 14:11:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:11:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:12:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:12:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:12:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:12:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:12:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:12:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:12:56 | syncing options from database 
[SYS] 2026/01/27 - 14:12:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:12:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:13:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:13:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:13:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:13:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:13:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:13:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:13:56 | syncing options from database 
[SYS] 2026/01/27 - 14:13:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:13:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:14:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:14:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:14:25 | 正在更新数据看板数据... 
[SYS] 2026/01/27 - 14:14:25 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/27 - 14:14:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:14:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:14:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:14:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:14:56 | syncing options from database 
[SYS] 2026/01/27 - 14:14:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:14:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:15:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:15:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:15:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:15:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:15:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:15:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:15:56 | syncing options from database 
[SYS] 2026/01/27 - 14:15:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:15:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:16:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:16:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:16:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:16:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:16:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:16:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:16:56 | syncing options from database 
[SYS] 2026/01/27 - 14:16:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:16:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:17:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:17:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:17:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:17:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:17:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:17:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:17:56 | syncing options from database 
[SYS] 2026/01/27 - 14:17:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:17:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:18:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:18:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:18:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:18:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:18:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:18:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:18:56 | syncing options from database 
[SYS] 2026/01/27 - 14:18:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:18:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:19:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:19:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:19:25 | 正在更新数据看板数据... 
[SYS] 2026/01/27 - 14:19:25 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/27 - 14:19:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:19:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:19:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:19:44 | 任务进度轮询完成 
[GIN] 2026/01/27 - 14:19:47 | 20260127141947602558387ecYZe7ji | 200 |    2.704303ms |   64.82.206.195 |     GET /
[GIN] 2026/01/27 - 14:19:47 | 20260127141947743926939jk1B4RMM | 200 |    2.259382ms |   64.82.206.195 |    POST /
[SYS] 2026/01/27 - 14:19:56 | syncing options from database 
[SYS] 2026/01/27 - 14:19:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:19:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:20:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:20:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:20:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:20:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:20:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:20:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:20:56 | syncing options from database 
[SYS] 2026/01/27 - 14:20:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:20:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:21:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:21:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:21:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:21:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:21:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:21:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:21:56 | syncing options from database 
[SYS] 2026/01/27 - 14:21:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:21:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:22:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:22:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:22:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:22:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:22:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:22:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:22:56 | syncing options from database 
[SYS] 2026/01/27 - 14:22:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:22:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:23:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:23:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:23:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:23:29 | 任务进度轮询完成 
[GIN] 2026/01/27 - 14:23:41 | 2026012714234196151100KS60CjZv | 200 |     300.167µs |   198.199.76.62 |     GET /
[GIN] 2026/01/27 - 14:23:41 | 20260127142341413684818y2hPGvpV | 200 |     434.601µs |   198.199.76.62 |     GET /logo.png
[SYS] 2026/01/27 - 14:23:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:23:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:23:56 | syncing options from database 
[SYS] 2026/01/27 - 14:23:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:23:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:24:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:24:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:24:25 | 正在更新数据看板数据... 
[SYS] 2026/01/27 - 14:24:25 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/27 - 14:24:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:24:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:24:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:24:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:24:56 | syncing options from database 
[SYS] 2026/01/27 - 14:24:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:24:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:25:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:25:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:25:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:25:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:25:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:25:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:25:56 | syncing options from database 
[SYS] 2026/01/27 - 14:25:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:25:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:26:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:26:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:26:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:26:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:26:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:26:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:26:56 | syncing options from database 
[SYS] 2026/01/27 - 14:26:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:26:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:27:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:27:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:27:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:27:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:27:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:27:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:27:56 | syncing options from database 
[SYS] 2026/01/27 - 14:27:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:27:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:28:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:28:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:28:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:28:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:28:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:28:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:28:56 | syncing options from database 
[SYS] 2026/01/27 - 14:28:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:28:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:29:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:29:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:29:25 | 正在更新数据看板数据... 
[SYS] 2026/01/27 - 14:29:25 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/27 - 14:29:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:29:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:29:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:29:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:29:56 | syncing options from database 
[SYS] 2026/01/27 - 14:29:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:29:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:30:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:30:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:30:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:30:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:30:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:30:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:30:56 | syncing options from database 
[SYS] 2026/01/27 - 14:30:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:30:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:31:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:31:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:31:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:31:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:31:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:31:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:31:56 | syncing options from database 
[SYS] 2026/01/27 - 14:31:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:31:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:32:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:32:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:32:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:32:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:32:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:32:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:32:56 | syncing options from database 
[SYS] 2026/01/27 - 14:32:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:32:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:33:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:33:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:33:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:33:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:33:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:33:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:33:56 | syncing options from database 
[SYS] 2026/01/27 - 14:33:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:33:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:34:14 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:34:14 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:34:25 | 正在更新数据看板数据... 
[SYS] 2026/01/27 - 14:34:25 | 保存数据看板数据成功，共保存0条数据 
[SYS] 2026/01/27 - 14:34:29 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:34:29 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:34:44 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:34:44 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:34:57 | syncing options from database 
[SYS] 2026/01/27 - 14:34:59 | 任务进度轮询开始 
[SYS] 2026/01/27 - 14:34:59 | 任务进度轮询完成 
[SYS] 2026/01/27 - 14:35:14 | 任务进度轮询开始 
